# Machine-auditable coverage ledger for docs/card-script-lexicon.md.
# Columns: section, item, registered fixture, observable assertion, status.
# Every row must point to a registered gameplay fixture with an observable
# assertion. `covered-unverified` means the row is structurally integrated but
# has not yet been confirmed by a passing runtime result.
section	item	registered fixture	observable assertion	status
basic	nonight	lexicon/basic_nonight_rejects_night_transition.txt	fixture [ASSERT] observes nonight gameplay behavior	covered-unverified
basic	nodamageremoved	lexicon/basic_nodamageremoved_preserves_damage.txt	fixture [ASSERT] observes nodamageremoved gameplay behavior	covered-unverified
basic	backgroundpartner	lexicon/basic_visibility_and_commander_flags.txt	Background card retains its partner-selection flag in the command zone	covered-unverified
basic	bottomlibrarydeath	lexicon/basic_bottomlibrarydeath_draws_existing_top.txt	fixture [ASSERT] observes bottomlibrarydeath gameplay behavior	covered-unverified
basic	noloyaltydamage	lexicon/basic_noloyaltydamage_preserves_planeswalker.txt	fixture [ASSERT] observes noloyaltydamage gameplay behavior	covered-unverified
basic	nodefensedamage	lexicon/basic_nodefensedamage_preserves_battle_defense.txt	Battle remains in play after combat damage	covered-unverified
basic	affinityallcreatures	lexicon/basic_affinity_all_creatures_counts_both_battlefields.txt	fixture [ASSERT] observes affinityallcreatures gameplay behavior	covered-unverified
basic	affinitycontrollercreatures	lexicon/basic_affinity_controller_creatures_counts_own_battlefield.txt	fixture [ASSERT] observes affinitycontrollercreatures gameplay behavior	covered-unverified
basic	affinityopponentcreatures	lexicon/basic_affinity_opponent_creatures_counts_opponent.txt	fixture [ASSERT] observes affinityopponentcreatures gameplay behavior	covered-unverified
basic	affinityalldeadcreatures	lexicon/basic_affinity_dead_creatures_counts_death_this_turn.txt	fixture [ASSERT] observes affinityalldeadcreatures gameplay behavior	covered-unverified
basic	affinityparty	lexicon/basic_affinity_party_counts_party_members.txt	fixture [ASSERT] observes affinityparty gameplay behavior	covered-unverified
basic	affinityenchantments	lexicon/basic_affinity_enchantments_counts_own_enchantment.txt	fixture [ASSERT] observes affinityenchantments gameplay behavior	covered-unverified
basic	affinitybasiclandtypes	lexicon/basic_affinity_basic_land_types_counts_unique_types.txt	fixture [ASSERT] observes affinitybasiclandtypes gameplay behavior	covered-unverified
basic	affinitytwobasiclandtypes	lexicon/basic_affinity_two_basic_land_types_counts_double.txt	fixture [ASSERT] observes affinitytwobasiclandtypes gameplay behavior	covered-unverified
basic	affinitygravecreatures	lexicon/basic_affinity_grave_creatures_counts_your_graveyard.txt	fixture [ASSERT] observes affinitygravecreatures gameplay behavior	covered-unverified
basic	affinityattackingcreatures	lexicon/basic_affinity_attacking_creatures_reduces_in_combat.txt	fixture [ASSERT] observes affinityattackingcreatures gameplay behavior	covered-unverified
basic	affinitygraveinstsorc	lexicon/basic_affinity_grave_instants_counts_graveyard.txt	graveyard instant count reduces the witness's casting cost	covered-unverified
basic	poisonfivetoxic	lexicon/basic_toxic_five_adds_exact_poison.txt	fixture [ASSERT] observes poisonfivetoxic gameplay behavior	covered-unverified
basic	poisonsixtoxic	lexicon/basic_toxic_six_adds_exact_poison.txt	fixture [ASSERT] observes poisonsixtoxic gameplay behavior	covered-unverified
basic	poisonseventoxic	lexicon/basic_toxic_seven_adds_exact_poison.txt	fixture [ASSERT] observes poisonseventoxic gameplay behavior	covered-unverified
basic	poisoneighttoxic	lexicon/basic_toxic_eight_adds_exact_poison.txt	fixture [ASSERT] observes poisoneighttoxic gameplay behavior	covered-unverified
basic	poisonninetoxic	lexicon/basic_toxic_nine_adds_exact_poison.txt	fixture [ASSERT] observes poisonninetoxic gameplay behavior	covered-unverified
basic	poisontentoxic	lexicon/basic_toxic_ten_adds_exact_poison.txt	fixture [ASSERT] observes poisontentoxic gameplay behavior	covered-unverified
basic	eqpasinst	lexicon/basic_eqpasinst_equips_during_combat.txt	equipped creature deals four combat damage during combat phase	covered-unverified
basic	canloyaltyasinst	lexicon/basic_canloyaltyasinst_activates_during_combat.txt	loyalty activation gains life during combat phase	covered-unverified
basic	canplayenchantmentlibrarytop	lexicon/top_library_enchantment_synthetic.txt	top-library enchantment play enters the battlefield	covered-unverified
basic	affinitytwoalldeadcreatures	lexicon/basic_affinity_two_dead_creatures_counts_two_units.txt	fixture [ASSERT] observes affinitytwoalldeadcreatures gameplay behavior	covered-unverified
basic	mytreason	generic/thirsting_axe_sac_i1085.txt	mytreason sacrifices the creature at its controller's end step	covered-unverified
effect	trigger_effect	lexicon/trigger_tapped_for_mana_scopes.txt	Manabarbs' triggered effects resolve for mana taps in both player scopes	covered-unverified
effect	tutorial	lexicon/effect_tutorial_message_headless.txt	tutorial modal resolves without wedging the headless gameplay test	covered-unverified
effect	message	lexicon/effect_tutorial_message_headless.txt	message modal resolves without wedging the headless gameplay test	covered-unverified
effect	if	lexicon/structural_if_true_branch_changes_life.txt	if selects the true branch and changes life	covered-unverified
effect	ifnot	lexicon/structural_ifnot_false_branch_preserves_life.txt	ifnot selects its false condition behavior	covered-unverified
effect	pay	lexicon/structural_pay_accepts_zero_cost_branch.txt	pay accepts the optional zero-cost branch	covered-unverified
effect	pay[[	spell_rupture.txt	Spell Rupture's bracketed pay branch counters the spell only after its payment choice resolves	covered-unverified
effect	may	lexicon/structural_may_accepts_optional_effect.txt	may accepts the optional life effect	covered-unverified
effect	choice	lexicon/structural_choice_selects_first_branch.txt	choice resolves the selected branch	covered-unverified
effect	ueot	lexicon/effect_ueot_expires_at_end_of_turn.txt	UEOT trigger fires once before cleanup and not on the next end step	covered-unverified
effect	activate	lexicon/effect_activate_adds_nested_effect.txt	activate resolves its nested life effect	covered-unverified
effect	emblem	lexicon/effect_emblem_persists_as_game_rule.txt	emblem trigger persists across two end steps	covered-unverified
effect	lord	lexicon/effect_lord_buffs_matching_creatures.txt	lord grants the matching Bear enough toughness to trade with a Hill Giant	covered-unverified
effect	foreach	lexicon/effect_foreach_scales_creature_modifier.txt	foreach scales the source creature's modifier so it trades with a Hill Giant	covered-unverified
effect	aslongas	Auriok_Sunchaser_ASLONGAS_1.txt	Auriok Sunchaser remains a 3/3 after one artifact leaves while the as-long-as threshold still holds	covered-unverified
effect	teach	generic/krovikan_plague_i1085.txt	Krovikan Plague grants its tap-and-counter ability to the enchanted Bear	covered-unverified
effect	all	Living_Death.txt	Living Death applies its mass graveyard/battlefield transition and the resulting creatures survive combat	covered-unverified
effect	this	lexicon/effect_this_conditions_source_modifier.txt	this applies its nested modifier when the source controller-life condition is true	covered-unverified
effect	thisforeach	generic/thisforeach.txt	thisforeach scales the nested ability and the fixture asserts the resulting zone state	covered-unverified
effect	while	lexicon/effect_while_keeps_matching_modifier.txt	while keeps the source's modifier active while the opponent outnumbers it	covered-unverified
effect	and	lexicon/structural_and_resolves_both_effects.txt	and resolves both chained effects	covered-unverified
effect	soulbond	lexicon/basic_soulbond_pairs_and_pumps.txt	Druid's Familiar's soulbond pair grants the pump needed to survive combat	covered-unverified
effect	poolsave	lexicon/effect_poolsave_preserves_green_mana_across_phase.txt	controller green mana remains after phase change	covered-unverified
effect	mypoolsave	lexicon/effect_mypoolsave_preserves_controller_green_mana.txt	mypoolsave preserves controller green mana across a phase change	covered-unverified
effect	opponentpoolsave	lexicon/effect_opponentpoolsave_preserves_opponent_mana.txt	opponent green mana remains after phase change	covered-unverified
effect	replacedraw	lexicon/effect_replacedraw_replaces_draw_with_ability.txt	controller draw is replaced by the nested ability	covered-unverified
effect	opponentreplacedraw	lexicon/effect_opponentreplacedraw_replaces_opponent_draw.txt	opponent draw is replaced by life gain	covered-unverified
effect	dynamicability	abyssal_hunter_POWERSTRIKE.txt	Abyssal Hunter's dynamic ability resolves its power-strike damage and destroys the Hill Giant	covered-unverified
effect	flipacoin	lexicon/trigger_coinflipped_branch.txt	coin result selects exactly one gameplay branch	covered
effect	rolld4	lexicon/effect_rolls_all_supported_die_sizes.txt	d4 emits one die event	covered-unverified
effect	rolld6	lexicon/effect_rolls_all_supported_die_sizes.txt	d6 emits one die event	covered-unverified
effect	rolld8	lexicon/effect_rolls_all_supported_die_sizes.txt	d8 emits one die event	covered-unverified
effect	rolld10	lexicon/effect_rolls_all_supported_die_sizes.txt	d10 emits one die event	covered-unverified
effect	rolld12	lexicon/effect_rolls_all_supported_die_sizes.txt	d12 emits one die event	covered-unverified
effect	rolld20	lexicon/effect_rolls_all_supported_die_sizes.txt	d20 emits one die event	covered-unverified
effect	ninjutsu	lexicon/cost_ninjutsu_return_attacker.txt	ninjutsu returns the unblocked attacker and puts the ninjutsu creature into play	covered-unverified
effect	readytofight	lexicon/effect_readytofight_returns_graveyard_creature.txt	readytofight returns the graveyard creature to the battlefield	covered-unverified
effect	removefromcombat	lexicon/effect_removefromcombat_prevents_combat_damage.txt	removefromcombat removes an attacker before damage	covered-unverified
effect	shackle	lexicon/effect_shackle_takes_control_until_untap.txt	The shackle effect moves control of Hill Giant to the witness controller	covered-unverified
effect	grant	lexicon/effect_grant_changes_lethal_damage_result.txt	grant supplies temporary toughness that prevents lethal damage	covered-unverified
effect	blink	lexicon/blink_retriggers_etb.txt	blink exiles and returns a permanent, retriggering its ETB	covered-unverified
effect	return	lexicon/effect_return_blinks_and_counters_target.txt	return blinks a creature and applies its nested counter effect	covered-unverified
effect	spellmover	generic/misdirection_i1085.txt	Misdirection moves the targeted Shock on the stack so its damage resolves to the new player	covered-unverified
effect	fizzleto	fizzleto_exile.txt	Dissipate fizzleto(exile) puts the countered spell into exile	covered-unverified
effect	fizzle	generic/arcane_denial_i1126.txt	Arcane Denial's nested fizzle counteracts the targeted spell before its draw effects resolve	covered-unverified
effect	ability$	lexicon/structural_ability_dollar_changes_life.txt	ability$ creates and resolves its stored targeted ability	covered-unverified
effect	token	lexicon/effect_token_creates_comma_token.txt	the comma-delimited token effect creates a token on the battlefield	covered-unverified
effect	create	lexicon/effect_create_token_colon_syntax.txt	create resolves the colon-delimited token syntax	covered-unverified
effect	equip	generic/equip_landfall_buff.txt	Adventuring Gear's equip effect attaches it to the Bear and changes combat damage	covered-unverified
effect	reconfigure	lexicon/effect_reconfigure_attaches_equipment.txt	Simian Sling's reconfigure attaches the artifact creature and changes combat damage	covered-unverified
effect	attach	lexicon/effect_attach_equips_target.txt	The attach effect equips its target without a main-phase restriction and changes combat damage	covered-unverified
effect	moveto	lexicon/target_this_moves_source.txt	moveto moves the selected source card to exile	covered-unverified
effect	hiddenmoveto	lexicon/effect_hiddenmoveto_moves_card_to_exile.txt	hiddenmoveto moves the selected permanent into exile	covered-unverified
effect	moverandom	lexicon/effect_moverandom_single_candidate.txt	moverandom moves the only matching card between zones	covered-unverified
effect	placefromthetop	lexicon/effect_placefromthetop_positions_card.txt	placefromthetop puts a card at the requested library position	covered-unverified
effect	bottomoflibrary	lexicon/effect_bottomoflibrary_moves_graveyard_card.txt	bottomoflibrary moves a card to the library bottom	covered-unverified
effect	copy	body_double.txt	Body Double copies the Grizzly Bears in the graveyard and deals its copied combat damage	covered-unverified
effect	imprint	lexicon/effect_imprint_reuses_exiled_card.txt	imprint exiles the card and reuses its copy	covered-unverified
effect	haunt	lexicon/basic_isprey_haunted_creature_triggers.txt	The haunt effect associates the source with the prey so the isprey death trigger gains life	covered-unverified
effect	dotrain	lexicon/effect_dotrain_changes_lethal_damage_result.txt	dotrain adds training toughness that prevents lethal damage	covered-unverified
effect	bury	lexicon/effect_bury_moves_target_without_regeneration.txt	bury moves the target to its graveyard	covered-unverified
effect	destroy	lexicon/effect_destroy_moves_target_to_graveyard.txt	destroy moves the target to its graveyard	covered-unverified
effect	sacrifice	lexicon/effect_sacrifice_moves_controller_target.txt	sacrifice moves the controller's creature to its graveyard	covered-unverified
effect	exploits	lexicon/effect_exploits_fires_exploited_trigger.txt	exploit sacrifices the creature and fires the exploited trigger	covered-unverified
effect	reject	lexicon/effect_reject_discards_opponent_card.txt	reject discards the selected card	covered-unverified
effect	resetdamage	lexicon/effect_resetdamage_clears_marked_damage.txt	resetdamage clears marked damage	covered-unverified
effect	preventallcombatdamage	lexicon/prevent_combat_only.txt	combat damage is prevented while noncombat damage still resolves	covered-unverified
effect	preventallnoncombatdamage	lexicon/prevent_noncombat_only.txt	noncombat damage is prevented while combat damage still resolves	covered-unverified
effect	preventalldamage	generic/preventalldamage.txt	preventalldamage prevents damage to creatures while player damage still resolves	covered-unverified
effect	fog	fog.txt	fog prevents combat damage for its one-shot duration	covered-unverified
effect	prevent:N	lexicon/prevention_pooled_shield.txt	prevent:N prevents the next matching damage	covered-unverified
effect	damage:N	lexicon/effect_damage_changes_player_life.txt	damage changes the target player's life	covered-unverified
effect	life:N	lexicon/effect_life_gains_controller_life.txt	life:N changes the controller's life	covered-unverified
effect	lifeleech:N	lexicon/effect_lifeleech_transfers_lost_life.txt	lifeleech transfers damage life loss to its controller	covered-unverified
effect	lifeset:N	lexicon/effect_lifeset_sets_controller_total.txt	lifeset sets the controller's life total	covered-unverified
effect	wingame	lexicon/effect_wingame_sets_terminal_result.txt	wingame produces the terminal win result	covered-unverified
effect	alterpoison:N	lexicon/effect_alterpoison_adds_poison.txt	alterpoison adds the requested poison counter	covered-unverified
effect	alterenergy:N	lexicon/effect_alterenergy_fires_energy_trigger.txt	alterenergy changes energy and fires its trigger	covered-unverified
effect	alterexperience:N	lexicon/effect_alterexperience_fires_experience_trigger.txt	alterexperience changes experience and fires its trigger	covered-unverified
effect	completedungeon:N	lexicon/effect_completedungeon_fires_completion_trigger.txt	completedungeon changes dungeon state and fires its trigger	covered-unverified
effect	alteryidarocount:N	lexicon/effect_alteryidarocount_changes_cycle_count.txt	alteryidarocount changes the Yidaro cycle count	covered-unverified
effect	theringtempts:N	lexicon/trigger_ringtempted_controller_fires.txt	theringtempts emits the Ring-tempted event	covered-unverified
effect	becomesmonarch	lexicon/trigger_monarch_controller_fires.txt	becomesmonarch emits the monarch event	covered-unverified
effect	taketheinitiative	lexicon/trigger_initiative_controller_fires.txt	taketheinitiative emits the initiative event	covered-unverified
effect	altersurvoffset:N	lexicon/effect_altersurvoffset_changes_surveil_window.txt	altersurvoffset changes the number of surveilled cards	covered-unverified
effect	alterdevoffset:N	lexicon/effect_alterdevoffset_changes_devotion.txt	alterdevoffset changes devotion calculation	covered-unverified
effect	altermutationcounter:N	lexicon/effect_altermutationcounter_emits_mutated_event.txt	altermutationcounter emits the mutated event observed by the source trigger	covered-unverified
effect	mutationover:N	lexicon/effect_mutateover_places_source_over_target.txt	mutation-over placement forms a mutation stack that survives the target interaction	covered-unverified
effect	mutationunder:N	lexicon/effect_mutationunder_guarded.txt	guarded mutationunder gameplay line constructs and resolves without parser failure	covered-unverified
effect	doboast	lexicon/effect_doboast_fires_event.txt	doboast emits the boast event	covered-unverified
effect	surveil	lexicon/trigger_surveiled_fires_once.txt	surveil emits the surveiled event	covered-unverified
effect	explores	lexicon/trigger_explored_fires_once.txt	explores emits the explored event	covered-unverified
effect	becomesringbearer	lexicon/effect_becomesringbearer_fires_bearer_trigger.txt	becomesringbearer emits the bearer event	covered-unverified
effect	doforetell	lexicon/effect_doforetell_fires_foretold_event.txt	doforetell emits the foretold event	covered-unverified
effect	conjure	lexicon/effect_conjure_creates_card_in_hand.txt	conjure creates the requested card in hand	covered-unverified
effect	clone	lexicon/effect_clone_copies_creature.txt	clone creates a copy of the selected creature	covered-unverified
effect	castcard	generic/sram_expertise_castcard.txt	Sram's Expertise casts the hand's Grizzly Bears for no additional mana	covered-unverified
effect	train	lexicon/effect_dotrain_changes_lethal_damage_result.txt	dotrain adds enough toughness for the trained creature to survive Shock	covered-unverified
effect	becomes	lexicon/effect_becomes_changes_lethal_result.txt	becomes changes the target's creature characteristics	covered-unverified
effect	remake	lexicon/effect_remake_changes_lethal_result.txt	remake changes the target's creature characteristics	covered-unverified
effect	transforms	lexicon/effect_transforms_changes_lethal_result.txt	transforms changes the target's creature characteristics	covered-unverified
effect	flip	lexicon/effect_flip_changes_lethal_result.txt	flip changes the target's lethal combat result	covered-unverified
effect	doubleside	lexicon/effect_doubleside_turns_back_face.txt	doubleside changes the card's face	covered-unverified
effect	morph	lexicon/effect_morph_turns_creature_face_down.txt	morph turns the targeted creature face down before combat	covered-unverified
effect	manafaceup	lexicon/effect_manafaceup_turns_morph_face_up.txt	manafaceup turns a morphed creature face up	covered-unverified
effect	manifest	lexicon/trigger_facedup_life.txt	Mastery of the Unseen manifests the top card and the face-up transition fires the life trigger	covered-unverified
effect	meldfrom	lexicon/effect_meld_combines_pair.txt	Gisela and Bruna meld through the production meld declarations into Brisela	covered-unverified
effect	meld	lexicon/effect_meld_combines_pair.txt	meld combines the named pair	covered-unverified
effect	counter	lexicon/effect_counter_changes_lethal_damage_result.txt	counter changes the lethal damage result	covered-unverified
effect	countershroud	lexicon/effect_countershroud_rejects_counters.txt	countershroud rejects a counter	covered-unverified
effect	countertrack	lexicon/effect_countertrack_restores_removed_counter.txt	countertrack restores the removed counter when its source leaves	covered-unverified
effect	duplicatecounters	lexicon/effect_duplicatecounters_changes_lethal_damage_result.txt	duplicatecounters doubles the target counter	covered-unverified
effect	removesinglecountertype	lexicon/effect_removesinglecountertype_removes_one.txt	removesinglecountertype removes one counter	covered-unverified
effect	removeallcounters	lexicon/effect_removeallcounters_clears_counters.txt	removeallcounters clears the target counters	covered-unverified
effect	proliferate	lexicon/effect_proliferate_adds_poison.txt	proliferate adds a poison counter	covered-unverified
effect	propagate	lexicon/effect_propagate_adds_poison.txt	propagate adds a poison counter	covered-unverified
effect	loseabilities	lexicon/effect_bloodmoon_strips_land_types.txt	Blood Moon's loseabilities removes the Island's original mana ability before its replacement Mountain ability is observed	covered-unverified
effect	losesubtypesof	lexicon/effect_bloodmoon_strips_land_types.txt	Blood Moon's losesubtypesof changes the Island into a Mountain that produces red mana	covered-unverified
effect	losesatype	lexicon/effect_losesatype_removes_human_target_quality.txt	losesatype removes Human so a later Human-only target fails	covered-unverified
effect	protection	generic/true_name_nemesis_i1085.txt	True-Name Nemesis's protection effect prevents the chosen opponent's Bear from blocking it	covered-unverified
effect	cantbetargetof	lexicon/effect_cantbetargetof_rejects_red_spell.txt	cantbetargetof rejects the prohibited spell	covered-unverified
effect	cantbeblockedby	lexicon/effect_amrou_kithkin_cantbeblockedby.txt	cantbeblockedby rejects the illegal blocker	covered-unverified
effect	cantbeblockerof	lexicon/effect_cantbeblockerof_rejects_block.txt	cantbeblockerof rejects the illegal block	covered-unverified
effect	power_toughness	lexicon/effect_power_toughness_saves_target.txt	generic P/T modifier raises a creature enough to survive Shock	covered-unverified
effect	rampage	generic/rampage.txt	rampage scales combat power by blockers	covered-unverified
effect	flanker	generic/bushido_1.txt	flanking applies its combat counter effect	covered-unverified
effect	bushido	generic/bushido_1.txt	bushido changes combat power and toughness	covered-unverified
effect	spiritlink	SPIRITLINK_keyword#3.txt	spiritlink gains life from combat damage	covered-unverified
effect	combatspiritlink	lexicon/effect_combatspiritlink_gains_combat_life.txt	combatspiritlink gains life from combat damage	covered-unverified
effect	provoke	lexicon/effect_provoke_forces_block.txt	provoke forces the selected creature to block	covered-unverified
effect	setblocker	lexicon/effect_setblocker_forces_block.txt	setblocker forces the selected blocker	covered-unverified
effect	exert	lexicon/trigger_exerted_untaps_others.txt	exert emits the exerted event	covered-unverified
effect	evolve	generic/evolve.txt	evolve adds the expected counter when a larger creature enters	covered-unverified
effect	bloodthirst	lexicon/effect_bloodthirst_enters_after_damage.txt	bloodthirst enters with its conditional counters	covered-unverified
effect	vanishing	vanishing.txt	vanishing removes its time counter and sacrifices at zero	covered-unverified
effect	fading	fading.txt	fading removes its fade counter and sacrifices at zero	covered-unverified
effect	regenerate	generic/regenerate.txt	Drudge Skeletons' regeneration shield keeps it on the battlefield after lethal combat damage	covered-unverified
effect	swap	lexicon/effect_swap_changes_target_power_toughness.txt	swap exchanges the target's power and toughness	covered-unverified
effect	exchangelife	lexicon/effect_exchangelife_swaps_player_totals.txt	exchangelife swaps the player life totals	covered-unverified
effect	bstw	lexicon/cost_bestow_attaches.txt	bstw resolves bestow as an attached Aura	covered-unverified
effect	tap	lexicon/effect_tap_marks_opponent_permanent.txt	tap marks the targeted permanent tapped	covered-unverified
effect	tap(noevent)	lexicon/effect_tap_noevent_suppresses_tap_trigger.txt	tap(noevent) taps the permanent without firing its tapped trigger	covered-unverified
effect	untap	lexicon/effect_untap_clears_tap_state.txt	untap clears the target's tapped state	covered-unverified
effect	frozen	lexicon/effect_frozen_prevents_next_untap.txt	frozen prevents the next untap	covered-unverified
effect	freeze	lexicon/effect_freeze_prevents_next_untap.txt	freeze taps and prevents the next untap	covered-unverified
effect	phaseout	lexicon/effect_phaseout_returns_card.txt	phaseout removes and returns the permanent	covered-unverified
effect	phasealter	lexicon/effect_damia_removes_draw_phase.txt	Damia's phasealter removes the draw phase while the game advances from upkeep to draw	covered-unverified
effect	steal	lexicon/effect_steal_changes_control_until_source_leaves.txt	steal changes control until its source leaves	covered-unverified
effect	block	lexicon/effect_block_forces_source_to_block_attacker.txt	block assigns the source as a blocker of the selected attacker	covered-unverified
effect	connect	lexicon/effect_connectrule_destroys_connected_child.txt	connect associates the child that connectrule later cleans up	covered-unverified
effect	connectrule	lexicon/effect_connectrule_destroys_connected_child.txt	connectrule moves the connected child to the graveyard with its parent	covered-unverified
effect	retarget	generic/prison_term_i1085.txt	Prison Term retargets itself onto the entering Hill Giant and frees the original Bear to attack	covered-unverified
effect	newtarget	lexicon/effect_newtarget_refreshes_enter_trigger.txt	newtarget refreshes Venerable Monk and repeats its enter trigger	covered-unverified
effect	rehook	generic/nim_deathmantle_i1085.txt	Nim Deathmantle rehooks to the returned Bear, which survives the second Shock	covered-unverified
effect	newhook	kaldra.txt	newhook assembles the three Kaldra equipment into the Kaldra token	covered-unverified
effect	mutateover	lexicon/effect_mutateover_places_source_over_target.txt	Archipelagore mutates over the target and its mutation trigger taps another creature	covered-unverified
effect	mutateunder	lexicon/basic_mutate_triggers_mutation_event.txt	Archipelagore mutates under the target and its mutation trigger taps another creature	covered-unverified
effect	draw:N	lexicon/effect_draw_moves_library_card_to_hand.txt	draw moves a library card to hand	covered-unverified
effect	discard:N	lexicon/effect_discard_moves_opponent_card_to_graveyard.txt	discard moves a random opponent card to graveyard	covered-unverified
effect	shuffle	lexicon/trigger_shuffled_controller_fires.txt	The shuffle effect changes the library order and emits the controller shuffled event	covered-unverified
effect	serumpowder	generic/serum_powder_leyline_i979.txt	serum redraw exiles the opening hand	covered-unverified
effect	deplete:N	lexicon/effect_deplete_moves_cards_to_graveyard.txt	deplete mills cards to the graveyard	covered-unverified
effect	colordeplete	lexicon/effect_colordeplete_repeats_same_color.txt	colordeplete repeats a one-card batch for same-color cards	covered-unverified
effect	namedeplete	lexicon/effect_namedeplete_repeats_same_name.txt	namedeplete repeats a one-card batch for same-name cards	covered-unverified
effect	ingest:N	lexicon/effect_ingest_moves_cards_to_exile.txt	ingest moves milled cards to exile	covered-unverified
effect	coloringest	lexicon/effect_coloringest_repeats_same_color.txt	coloringest repeats a one-card batch into exile for same-color cards	covered-unverified
effect	nameingest	lexicon/effect_nameingest_repeats_same_name.txt	nameingest repeats a one-card batch into exile for same-name cards	covered-unverified
effect	cascade	lexicon/effect_cascade_casts_lower_card.txt	cascade casts a lower-cost library card	covered-unverified
effect	maxlevel	generic/level_up.txt	level progression reaches the expected maximum	covered-unverified
effect	reveal	lexicon/effect_reveal_resolves_followup.txt	reveal completes and resolves its afterrevealed life effect	covered-unverified
effect	scry	lexicon/trigger_scryed_fires_once.txt	scry moves the top card and fires the scryed event	covered-unverified
effect	hmodifer	lexicon/effect_hmodifer_raises_cleanup_hand_limit.txt	hmodifer raises the cleanup hand limit	covered-unverified
effect	sethand	lexicon/effect_sethand_reduces_cleanup_hand_limit.txt	sethand reduces the cleanup hand limit	covered-unverified
effect	turns	generic/extra_turn.txt	Time Walk's turns effect grants an extra turn, producing a second attack before the assertion	covered-unverified
effect	count	lexicon/effect_count_sets_draw_amount.txt	count stores the creature count used by a later draw	covered-unverified
effect	countb	lexicon/effect_countb_sets_draw_amount.txt	countb stores the opposing-creature count used by a later draw	covered-unverified
effect	donothing	lexicon/effect_donothing_preserves_followup.txt	donothing preserves its follow-up ability	covered-unverified
effect	epic	lexicon/effect_epic_blocks_later_spell_cast.txt	epic prevents the later spell cast	covered-unverified
effect	forcefield	lexicon/effect_forcefield_reduces_damage_to_one.txt	forcefield reduces incoming damage to one	covered-unverified
effect	add	lexicon/effect_add_mana_changes_pool.txt	add changes the mana pool	covered-unverified
effect	out	lexicon/effect_out_produces_mana.txt	out produces the requested green mana	covered-unverified
effect	doesntempty	lexicon/effect_doesntempty_preserves_mana.txt	doesntempty preserves produced mana across a phase change	covered-unverified
effect	produceextra	lexicon/effect_produceextra_bubbling_muck.txt	produceextra adds mana to the mana ability	covered-unverified
effect	producecolor	lexicon/effect_producecolor_adds_engaged_mana.txt	producecolor adds engaged mana	covered-unverified
effect	removemana	lexicon/effect_removemana_clears_pool.txt	removemana removes matching mana	covered-unverified
effect	reduceto	lexicon/effect_reduceto_sets_life_total.txt	reduceto sets the life total	covered-unverified
effect	altercost	alabaster_leech.txt	altercost changes the white spell cost	covered-unverified
effect	changecost	lexicon/effect_changecost_reduces_creature_cast.txt	changecost reduces a creature cast cost	covered-unverified
effect	modbenchant	lexicon/effect_modbenchant_increases_green_bestow_cost.txt	modbenchant increases a green bestow cost	covered-unverified
effect	affinity	lexicon/effect_affinity_reduces_artifact_cast.txt	affinity reduces an artifact cast using the target chooser	covered-unverified
target	* type selector	lexicon/effect_hiddenmoveto_moves_card_to_exile.txt	all-card targeting selects the battlefield card moved by hiddenmoveto	covered-unverified
target	this type selector	lexicon/target_this_moves_source.txt	this selects the source card and moves it	covered-unverified
target	sourcecard type selector	lexicon/target_sourcecard_moves_source.txt	sourcecard selects the source across zones	covered-unverified
target	mysource type selector	lexicon/effect_grant_changes_lethal_damage_result.txt	granted ability state retains the real granting source for its effect	covered-unverified
target	mytgt type selector	lexicon/target_special_and_advanced.txt	mytgt reuses the current creature target for a second damage event	covered-unverified
target	mytgtforced type selector	lexicon/target_special_and_advanced.txt	mytgtforced reuses the forced current creature target for a second damage event	covered-unverified
target	other selector	lexicon/target_player_and_zone_matrix.txt	other excludes the source while moving a different controller creature	covered-unverified
target	^ type/zone alias	lexicon/target_player_and_zone_matrix.txt	caret-separated type aliases select the artifact target	covered-unverified
target	blockable chooser	lexicon/basic_cloud_accepts_flying_block.txt	combat legality selects only creatures the source can block	covered-unverified
target	pairable chooser	lexicon/basic_soulbond_pairs_and_pumps.txt	soulbond selects a legal pairable creature and the pair changes combat	covered-unverified
target	dredgeable chooser	lexicon/field_dredge_and_target.txt	dredgeable selects a graveyard card with dredge	covered-unverified
target	mychild chooser	lexicon/basic_auraward_keeps_protected_aura.txt	attached Aura child is retained by the totem-armor replacement	covered-unverified
target	mytotem chooser	lexicon/basic_totemarmor_saves_creature_and_destroys_aura.txt	totem armor locates the attached protective Aura and sacrifices it	covered-unverified
target	myeqp chooser	lexicon/effect_attach_equips_target.txt	attached Equipment is the object selected by the equipment path	covered-unverified
target	mycurses chooser	lexicon/basic_mycurses_witchbane_orb.txt	Witchbane Orb destroys Curses attached to its controller	covered-unverified
target	proliferation chooser	lexicon/effect_proliferate_adds_poison.txt	proliferate selects the existing poison counter target	covered-unverified
target	propagation chooser	lexicon/effect_propagate_adds_poison.txt	propagation selects the existing poison counter target	covered-unverified
target	children chooser	lexicon/effect_mutateover_places_source_over_target.txt	mutation stack parent/child traversal retains the formed relationship	covered-unverified
target	parents chooser	lexicon/effect_mutateover_places_source_over_target.txt	mutation stack parent/child traversal identifies the parent relationship	covered-unverified
target	anytarget chooser	lexicon/target_special_and_advanced.txt	anytarget selects the opponent player as a damageable target	covered-unverified
