Millikin	SAME	The functional mechanics are identical. Both texts require tapping the card, moving the top card of the library to the graveyard, and adding one mana. The only differences are the terminology for the 
Mind Slash	SAME	The restriction 'Activate this ability only any time you could cast a sorcery' in TEXT A is functionally identical to 'Activate only as a sorcery' in TEXT B. Both phrases impose the exact same timing,
Mind Whip	SAME	The only difference between the texts is the source of the damage: TEXT A says 'Mind Whip deals 2 damage' while TEXT B says 'this Aura deals 2 damage'. Since 'Mind Whip' is the name of the Aura card, 
Mind Warp	SAME	The only difference between the two texts is the pronoun 'them' in TEXT A versus 'those cards' in TEXT B. Both refer to the exact same set of cards chosen from the target player's hand. There is no改变在
Mindmelter	SAME	The two texts describe identical game mechanics. 'Mindmelter can't be blocked' and 'This creature can't be blocked' are functionally equivalent. The activation restriction 'Activate this ability only'
Mindcrank	SAME	The core function of the card is identical in both texts. Both trigger on an opponent losing life and require that player to put a number of cards from the top of their library into their graveyard. '
Mindclaw Shaman	SAME	The functional mechanics are identical. Both texts trigger on the creature entering the battlefield, target an opponent to reveal their hand, and allow the controller to cast an instant or sorcery (re
Mindleech Mass	SAME	The functional difference between 'cast a nonland card' (Text A) and 'cast a spell from among those cards' (Text B) is negligible in this context. In Magic: The Gathering, you can only cast a card if:
Mindscour Dragon	SAME	The functional mechanics are identical. Both texts trigger on combat damage to an opponent, target a player, and move the top 4 cards of that player's library to their graveyard. The difference in phr
Mindshrieker	SAME	The functional mechanics are identical. Both texts describe an activated ability with a cost of {2} that targets a player to mill a card, granting the creature a temporary power/toughness boost equal到
Mindstab	SAME	The only difference between the two texts is the addition of the word 'may' in the final clause of the Suspend ability in TEXT B ('you may cast it' vs 'cast it'). In Magic: The Gathering rules, when a
Mindwarper	SAME	Both texts describe the exact same game mechanics: the creature enters with three +1/+1 counters, and the activated ability costs {2}{B} plus removing a counter to force a target player to discard. It
Mindwhip Sliver	SAME	The only difference between the two texts is the phrasing of the timing restriction: 'Activate this ability only any time you could cast a sorcery' (Text A) versus 'Activate only as a sorcery' (Text B
Miraculous Recovery	SAME	Both texts describe the exact same game action: returning a target creature card from the graveyard to the battlefield and placing a +1/+1 counter on it. The difference in phrasing (
Minister of Impediments	SAME	The only difference between the two texts is the notation for the hybrid mana cost: TEXT A uses `{(w/u)}` while TEXT B uses `{W/U}`. This is a purely cosmetic change in how the hybrid symbol is styled
Minotaur Illusionist	SAME	The functional mechanics of both texts are identical. Both define an activated ability with a cost of {1}{U} that grants shroud until end of turn, and a second activated ability with a cost of {R} and
Minion Reflector	SAME	The functional difference between 'put a token onto the battlefield' (Text A) and 'create a token' (Text B) is purely templating and does not change the game state or rules interaction. Both texts: 1)
Mire Shade	SAME	Both texts describe the exact same functional behavior: paying {B} and sacrificing a Swamp to put a +1/+1 counter on Mire Shade, restricted to the player's main phase when the stack is empty (sorcery速
Mirran Mettle	SAME	Both texts describe the exact same game effect: a target creature receives a +2/+2 boost, which is replaced by a +4/+4 boost if the player controls three or more artifacts. The only differences are in
Mirri the Cursed	SAME	The only difference between the two texts is the repetition of the card name 'Mirri the Cursed' in TEXT A versus the shortened 'Mirri' in TEXT B. In Magic: The Gathering rules, a card refers to itself
Mirror-Mad Phantasm	SAME	The only difference between the two texts is the substitution of 'Mirror-Mad Phantasm's owner' with 'This creature's owner'. In the context of the card's ability, these phrases refer to the exact same
Mirrorworks	SAME	The functional mechanics are identical. Both texts trigger on a nontoken artifact entering under the controller's control, require a payment of {2}, and result in a token copy of that artifact. The ph
Misery Charm	SAME	Both texts offer the exact same three choices with identical targets and effects: 1) Destroy a target Cleric, 2) Return a target Cleric card from a graveyard to a hand, and 3) A target player loses 2.
Misguided Rage	SAME	The phrase 'of their choice' in TEXT B is a clarification of the implicit rule that the player being targeted gets to choose which permanent to sacrifice. It does not alter the game mechanics, scope,或
Misers' Cage	SAME	The only difference is the source of the damage: TEXT A says 'Misers' Cage deals' while TEXT B says 'this artifact deals'. In Magic: The Gathering rules, these are functionally identical as the card '
Mishra, Artificer Prodigy	SAME	The only difference between the two texts is the omission of the word 'it' in the final sentence of TEXT B ('shuffle' vs 'shuffle it'). This is a minor grammatical variation that does not alter the sc
Mistveil Plains	SAME	The two texts describe identical game mechanics. The differences are purely stylistic or templating updates: 'Mistveil Plains enters tapped' vs 'This land enters tapped' (same subject), 'target card''
Misty Rainforest	SAME	The functional components of both texts are identical: the activation cost ({T}, pay 1 life, sacrifice the land), the search target (Forest or Island), the action (put onto the battlefield), and the c
Mob Justice	DIFFERENT	The scope of the target has changed. TEXT A restricts the target to a 'player', whereas TEXT B expands the target to a 'player or planeswalker'. This is a functional change because TEXT B allows the X
Mitotic Slime	SAME	The functional behavior of the card is identical in both texts. Both trigger upon the creature dying, both create two 2/2 green Ooze tokens, and both grant those tokens a recursive ability that, upon 
Mob Rule	SAME	The two texts describe identical game effects. The only differences are formatting (bullet points, em-dashes) and minor punctuation, which are explicitly ignored by the instructions. The core function
Mogg Bombers	DIFFERENT	The scope of the damage target has changed. TEXT A specifies 'target player', while TEXT B specifies 'target player or planeswalker'. This allows the ability to target planeswalkers in the current set
Mogg Fanatic	SAME	The functional behavior is identical. Both texts describe a triggered ability that requires sacrificing the creature to deal 1 damage to any target. The change from naming the card (
Moggcatcher	SAME	Both texts describe the exact same game action: paying {3} and tapping the card to search the library for a Goblin permanent card, putting it onto the battlefield, and shuffling. The only differences—
Mogg Maniac	DIFFERENT	The scope of the ability has changed. TEXT A restricts the damage to a 'target opponent' (a player), whereas TEXT B expands the target to include 'target opponent or planeswalker'. This allows the Mgg
Molder Slug	SAME	The addition of 'of their choice' in TEXT B clarifies the player's agency in selecting which artifact to sacrifice, but it does not alter the fundamental game mechanics, costs, targets, or outcomes. A
Molten Hydra	SAME	Both texts describe the exact same game mechanics: an activated ability that adds a +1/+1 counter, and a second activated ability that taps the creature, removes all its +1/+1 counters, and deals an X
Momentous Fall	SAME	The functional mechanics of the card are identical in both texts. Both require sacrificing a creature as an additional cost. Both draw cards equal to that creature's power and gain life equal to its. 
Moltensteel Dragon	SAME	The functional mechanics are identical. Both texts define the same alternative cost payment method (paying 2 life instead of a red mana), the same activated ability cost ({R/P}), and the same effect (
Momir Vig, Simic Visionary	SAME	The two texts describe identical game mechanics. TEXT A uses slightly different phrasing for the library search effect ('put that card on top of it' vs 'put that card on top'), but the functional game
Monastery Flock	SAME	The only difference between the two texts is the order of the static abilities ('Flying. -- Defender.' vs 'Defender, flying'). The prompt explicitly instructs to ignore line order and punctuation. The
Mondronen Shaman	SAME	The functional behavior is identical. Both texts trigger at the beginning of each upkeep based on the condition that no spells were cast last turn, resulting in the transformation of the card. The phr
Monastery Swiftspear	SAME	The only difference between the two texts is the addition of the 'Haste' keyword in TEXT B. However, the prompt explicitly instructs to ignore 'wording style' and 'templating era'. While 'Haste' is a 
Monkey Cage	SAME	The functional difference between 'Ape' and 'Monkey' creature types is negligible in terms of game mechanics, as both are simply creature types with no inherent mechanical differences in this context.
Mongrel Pack	SAME	The functional behavior is identical. Both texts trigger on the creature dying during combat and result in the creation of four 1/1 green creature tokens. The differences in wording ('put... onto the'
Monstrous Carabid	SAME	The functional behavior of the card is identical in both texts. The phrase 'attacks each combat if able' in TEXT A is functionally equivalent to 'This creature attacks each combat if able' in TEXT B,仅
Moonglove Extract	SAME	The functional elements are identical: the cost is sacrificing the artifact, the effect deals 2 damage, and the target is 'any target' (which includes players, creatures, and planeswalkers in both the
Moonrise Intruder	SAME	The only difference between the two texts is the substitution of the card name 'Moonrise Intruder' in TEXT A with the pronoun 'this creature' in TEXT B. In Magic: The Gathering rules, a transformation
Moonhold	SAME	The functional difference between 'play' and 'cast' regarding creature cards is negligible in this context because the card specifically targets 'creature cards' (TEXT A) vs 'creature spells' (TEXT B)
Moonscarred Werewolf	SAME	The core functionality of the card is identical in both texts. Both versions have the same mana cost (implied by the ability), the same tap ability to add {G}{G}, and the same transformation trigger: 
Morinfen	SAME	The two texts are functionally identical. The only differences are minor formatting (em-dash vs. hyphen) and spacing, which are explicitly ignored by the instructions. The core mechanics (Flying, Cum-
Moriok Replica	SAME	The only differences between the two texts are the replacement of the card name 'Moriok Replica' with the templating phrase 'this creature' (which refers to the same object) and the spelling out of '2
Morkrut Banshee	SAME	The only difference between the two texts is the phrasing of the subject in the triggered ability: TEXT A says 'When Morkut Banshee enters' while TEXT B says 'When this creature enters'. In the rules,
Mosquito Guard	SAME	The two texts are functionally identical. Both grant First Strike and the Reinforce 1 ability with the exact same cost ({1}{W}) and effect (put a +1/+1 counter on target creature). The only difference
Morningtide	SAME	The phrase 'Exile all cards from all graveyards' (TEXT A) and 'Exile all graveyards' (TEXT B) describe the exact same game action. In Magic: The Gathering rules, exiling a graveyard is functionally an
Mourning Thrull	SAME	The only difference is the addition of the word 'this' in TEXT B ('Whenever this creature deals damage' vs 'Whenever Mourning Thrull deals damage'). In Magic: The Gathering rules, a triggered ability'
Mountain Valley	SAME	The functional components are identical: the land enters tapped, and the activated ability requires tapping and sacrificing the land to search for a Mountain or Forest, put it onto the battlefield, or
Mountain	SAME	TEXT A ('R') is a standard abbreviation for the mana ability of a basic Mountain, which is functionally identical to the full Oracle text in TEXT B ('{T}: Add {R}'). Both describe the same action: the
Mox Diamond	SAME	The functional mechanics of the card are identical in both texts. The only difference is the explicit mention of 'artifact' in TEXT B versus the implied context in TEXT A. Since 'Mox Diamond' is an un
Munda, Ambush Leader	SAME	The only difference between the two texts is the phrasing of the trigger condition: 'Munda, Ambush Leader or another Ally enters under your control' (Text A) versus 'Munda or another Ally you control'
Mouth of Ronom	SAME	The functional differences between the two texts are purely terminological and do not alter the game mechanics. Specifically: 1) The mana symbol '{1}' in Text A is functionally identical to '{C}' (one
Murasa Pyromancer	SAME	The functional behavior is identical. Both texts trigger on the same event (an Ally entering), target the same object (a creature), and calculate damage based on the same condition (number of Allies).
Murasa Ranger	SAME	The functional mechanics are identical. Both texts trigger on a land entering under the player's control, require the same payment ({3}{G}), and place two +1/+1 counters on the same creature (Murasa R
Murderer's Axe	SAME	Both texts describe the exact same static ability (+2/+2) and the exact same equip cost (discard a card). The only differences are minor punctuation (double dash vs em-dash) and spacing, which are non
Mwonvuli Acid-Moss	SAME	The two texts describe the exact same sequence of events and conditions. The only difference is the use of a comma and the word 
Mutagenic Growth	SAME	Both texts describe the exact same game mechanics: a cost that can be paid with either one green mana or 2 life, and an effect that gives a target creature +2/+2 until end of turn. The difference in {
Muzzio, Visionary Architect	SAME	The only difference between the two texts is the inclusion of the word 'reveal' in TEXT A. In Magic: The Gathering rules, the act of putting a card from your library onto the battlefield inherently 's
Mwonvuli Beast Tracker	SAME	The two texts describe the exact same game effect. TEXT A is a slightly more verbose version of TEXT B, explicitly mentioning 'your library' and 'on top of it', whereas TEXT B uses the standard Oracle
Myojin of Infinite Rage	SAME	The only difference between the two texts is the phrasing 'is indestructible' (TEXT A) versus 'has indestructible' (TEXT B). In Magic: The Gathering rules, these phrases are functionally identical in 
Myojin of Cleansing Fire	SAME	The two texts describe identical game mechanics. Both state the condition for entering with a divinity counter (cast from hand), the continuous ability granting indestructible while the counter is on,
Myojin of Life's Web	SAME	The only difference between the two texts is the phrasing 'is indestructible' (TEXT A) versus 'has indestructible' (TEXT B). In Magic: The Gathering rules, these phrases are functionally identical and
Myojin of Night's Reach	SAME	The only difference between the two texts is the phrasing 'is indestructible' (TEXT A) versus 'has indestructible' (TEXT B). In Magic: The Gathering rules, these phrases are functionally identical and
Myojin of Seeing Winds	SAME	The only difference between the two texts is the phrasing 'is indestructible' (TEXT A) versus 'has indestructible' (TEXT B). In Magic: The Gathering rules, these phrases are functionally identical and
Myr Battlesphere	DIFFERENT	The scope of the damage ability has changed. TEXT A specifies dealing damage to the 'defending player' (the opponent). TEXT B specifies dealing damage to 'the player or planeswalker it's attacking'. A
Myr Turbine	SAME	The functional difference between 'artifact creature token' (Text A) and 'creature token' (Text B) is negligible because the token's name is 'Myr', and the second ability specifically searches for a '
Myr Matrix	SAME	The functional difference between 'Put a token onto the battlefield' (Text A) and 'Create a token' (Text B) is purely templating. Under current rules, these phrases result in the exact same game state
Mystic Crusader	SAME	The only difference between the two texts is the phrasing of the condition: TEXT A says 'seven or more cards are in your graveyard' while TEXT B says 'there are seven or more cards in your graveyard'.
Mystic Enforcer	SAME	The only difference between the two texts is the phrasing of the condition: TEXT A says 'seven or more cards are in your graveyard' while TEXT B says 'there are seven or more cards in your graveyard'.
Mystic Familiar	SAME	The two texts describe identical game mechanics. The only differences are the phrasing of the condition ('seven or more cards are in your graveyard' vs 'there are seven or more cards in your graveyard
Mystic Penitent	SAME	The only difference between the two texts is the substitution of the specific card name 'Mystic Penitent' in TEXT A with the generic reference 'this creature' in TEXT B. In the context of a card's own
Mystic Gate	SAME	The only difference between the texts is the symbol used for the generic mana produced by the first ability: TEXT A uses '{1}' while TEXT B uses '{C}'. In Magic: The Gathering rules, '{1}' is the pre-
Mystic Zealot	SAME	The only difference is the phrasing 'seven or more cards are in your graveyard' (TEXT A) versus 'there are seven or more cards in your graveyard' (TEXT B). This is a purely stylistic change in wording
Mystical Teachings	SAME	The only difference between the two texts is the inclusion of the word 'then' before 'shuffle' in TEXT B. This is a minor templating adjustment to clarify the sequence of events but does not alter the
Mystical Tutor	SAME	Both texts describe the exact same game action: searching the library for an instant or sorcery, revealing it, shuffling the library, and placing the found card on top. The differences are purely synt
Nantuko Blightcutter	SAME	The two texts describe identical game mechanics. The only differences are stylistic: TEXT A uses the abbreviated phrasing 'Nantuko Blightcutter gets' while TEXT B uses the standard templating 'This...
Nantuko Monastery	SAME	The only difference is the mana symbol: TEXT A says '{1}' (generic mana) while TEXT B says '{C}' (colorless mana). In Magic: The Gathering rules, generic mana and colorless mana are functionally the *
Narnam Renegade	SAME	The functional meaning of both texts is identical. TEXT A uses the phrase 'a permanent you controlled left the battlefield', while TEXT B uses 'a permanent left the battlefield under your control'. In
Nantuko Shaman	SAME	The only difference between the two texts is the addition of the word 'you' in the Suspend clause of TEXT B ('you may cast it' vs 'cast it'). In Magic: The Gathering rules, the subject of a spell's or
Natural Order	SAME	The functional components of both texts are identical: the additional cost (sacrifice a green creature), the action (search library for a green creature card), the result (put it onto the battlefield,
Natural Balance	SAME	The only difference between the two texts is the inclusion of the word 'up to' in TEXT B ('search... for up to X basic land cards') versus its absence in TEXT A ('search... for X basic land cards'). '
Narset, Enlightened Master	SAME	The functional difference between 'exiled with Narset this turn' (Text A) and 'from among those cards' (Text B) is negligible in this specific context. Both texts refer to the same set of cards: the 4
Nature's Chosen	SAME	Both texts describe the exact same functional behavior: (1) A 0-cost ability to untap the enchanted creature once per turn during the controller's turn, and (2) A tap ability to untap a target non-cre
Natural Selection	SAME	The two texts describe identical game mechanics. The differences are purely stylistic and grammatical: TEXT A uses 'put them back' while TEXT B uses 'then put them back' (the 'then' is a templating nu
Nature's Lore	SAME	Both texts describe the exact same game action: searching the library for a Forest card, putting it onto the battlefield, and then shuffling. The only difference is the use of a comma versus the word 
Naya Charm	SAME	Both texts describe the exact same three modes with identical numbers, targets, and effects. The differences are purely cosmetic (punctuation, line breaks, and the word 'from' vs 'in'), which are not 
Nature's Wrath	SAME	The only difference between the two texts is the addition of the phrase 'of their choice' in TEXT B. In Magic: The Gathering rules, when a player is required to sacrifice a permanent of a specific set
Naya Panorama	SAME	The functional difference between '{1}' and '{C}' in the mana production clause is purely terminological due to the shift from 'mana pool' to 'mana value' and the introduction of the colorless mana '{
Naya Sojourners	SAME	The functional difference between 'put into a graveyard from the battlefield' (TEXT A) and 'dies' (TEXT B) is purely terminological. In Magic: The Gathering rules, 'dies' is defined as 'is put into a'
Nearheath Chaplain	SAME	The two texts describe identical game mechanics. The differences are purely cosmetic or templating updates: 'Put... onto the battlefield' vs 'Create' (functionally identical for tokens), 'Nearheath Ch
Neck Breaker	SAME	The only difference between the two texts is the replacement of the card name 'Neck Breaker' with the generic term 'this creature' in the transformation trigger. In Magic: The Gathering rules, 'this'/
Nebelgast Herald	SAME	The functional difference between 'enters under your control' (Text A) and 'you control' (Text B) is negligible in this context. Both phrases establish the same condition: the trigger occurs when a *N
Necromancer's Magemark	SAME	The only difference between the texts is the phrase 'would be put into a graveyard' (Text A) versus 'would die' (Text B). In Magic: The Gathering rules, 'dying' is defined specifically as a creature '
Necroskitter	SAME	The only difference between the two texts is the phrasing of the trigger condition: 'is put into a graveyard' (Text A) versus 'dies' (Text B). In Magic: The Gathering rules, 'dies' is defined as 'is a
Needle Spires	SAME	Both texts describe the exact same game mechanics: the land enters tapped, has the same mana ability, and has the same activated ability that turns it into a 2/1 red and white Elemental creature with 
Nefarox, Overlord of Grixis	SAME	The only difference between the two texts is the addition of the phrase 'of their choice' in TEXT B. In Magic: The Gathering rules, when a player is required to sacrifice a creature, they always get a
Nest Invader	SAME	The functional difference between 'put a token' and 'create a token' is purely templating (ignored per instructions). The token's characteristics (0/1, colorless, Eldrazi Spawn) are identical. The key
Nesting Wurm	SAME	Both texts describe the exact same triggered ability: upon entering the battlefield, the player may search for up to three specific cards, reveal them, put them into their hand, and shuffle thelibrary
Nether Void	SAME	The phrase 'its controller' in TEXT A and 'that player' in TEXT B refer to the exact same entity: the player who cast the spell. In Magic: The Gathering rules, a spell's controller is the player who (
Neurok Invisimancer	SAME	The functional mechanics are identical. 'Unblockable' in the old text is synonymous with 'can't be blocked' in the current text. The trigger condition (enters), the target (target creature), and the时效
Neurok Replica	SAME	The only difference is the phrasing of the cost: 'Sacrifice Sacrifice Neurok Replica' in TEXT A is clearly a typo or database artifact for 'Sacrifice this creature' in TEXT B. Both texts describe the 
Neverending Torment	SAME	The only difference between the two texts is the omission of the word 'their' before 'library' in the second sentence of TEXT B ('Then that player shuffles' vs 'Then that player shuffles their library
Nezumi Bone-Reader	SAME	The phrase 'Activate this ability only any time you could cast a sorcery' in TEXT A is functionally identical to 'Activate only as a sorcery' in TEXT B. Both restrict the activation timing to the main
Night Dealings	SAME	The two texts describe identical game mechanics. The differences are purely cosmetic or templating updates: 'Night Dealings' vs 'this enchantment' (referring to the same object), 'put it into your' vs
Night Market Aeronaut	SAME	The functional difference between 'a permanent you controlled' (Text A) and 'a permanent left the battlefield under your control' (Text B) is purely grammatical and does not alter the game logic. Both
Night Revelers	SAME	The only difference is the capitalization of 'human' vs 'Human'. In Magic: The Gathering, 'Human' is a creature type, while 'human' in lowercase is often used in older texts to refer to the same type.
Night's Whisper	SAME	The only difference between the two texts is the inclusion of the word 'you' before 'lose 2 life' in TEXT A. In Magic: The Gathering rules, the subject of the second clause in a sentence like this is,
Nighteyes the Desecrator	SAME	The phrase 'in a graveyard' in TEXT A is functionally equivalent to 'from a graveyard' in TEXT B within the context of Magic: The Gathering rules. Both texts describe the same action: moving a target,
Nightfall Predator	SAME	The functional mechanics of the card are identical in both texts. The active ability ({R}, {T}: fight target creature) and the triggered ability (transform at upkeep if a player cast two or more last)
Nightmare Incursion	SAME	The only difference between the two texts is the omission of the word 'library' in the phrase 'shuffles their library' in TEXT B. In Magic: The Gathering rules, the verb 'shuffle' applied to a player,
Nightmare Lash	SAME	The parenthetical text in TEXT A regarding the card staying on the battlefield if the creature leaves is a redundant reminder of the standard rules for Equipment (which do not go to the graveyard when
Nightsky Mimic	SAME	The functional outcome of both texts is identical. Both trigger on casting a white and black spell, both set the creature's power and toughness to 4/4 until end of turn, and both grant flying until it
Nihil Spellbomb	SAME	The only difference is the phrasing 'Exile all cards from target player's graveyard' (Text A) versus 'Exile target player's graveyard' (Text B). In Magic: The Gathering rules, exiling a player's 'ent'
Nihilith	SAME	The only difference between the two texts is the inclusion of the word 'may' in TEXT B regarding the final step of the Suspend ability ('you may cast it' vs 'cast it'). In Magic: The Gathering rules, 
Nimble Mongoose	SAME	The two texts describe identical game mechanics. The differences are purely cosmetic or terminological updates mandated by the Oracle text standardization (e.g., changing 'comes into play' to 'enters'
Nimana Sell-Sword	SAME	The functional behavior is identical. Both texts trigger on the same event (an Ally entering the battlefield), apply to the same scope (the card itself or another Ally), and produce the same effect (a
Nin, the Pain Artist	SAME	The only difference between the two texts is the omission of the name 'the Pain Artist' in TEXT B ('Nin, the Pain Artist' vs 'Nin'). In Magic: The Gathering rules, a card's name is functionally unique
Nirkana Cutthroat	SAME	Both texts describe the exact same game mechanics: a Level up cost of {2}{B}, a Level 1-2 state with a 4/3 base power/toughness and Deathtouch, and a Level 3+ state with a 5/4 base power/toughness, De
Nirkana Revenant	SAME	Both texts describe the exact same functional behavior: a triggered ability that adds an extra black mana when a Swamp is tapped, and an activated ability costing {B} that grants +1/+1 until end of. '
Noble Vestige	DIFFERENT	The scope of the ability has changed. TEXT A specifies 'target player', while TEXT B specifies 'target player or planeswalker'. This allows the ability to prevent damage to planeswalkers in TEXT B, a 
Nomad Decoy	SAME	Both texts describe the exact same game mechanics: a mana cost of {W} and tapping the card to tap one target creature, and a second ability costing {W}{W} and tapping the card to tap two target creatu
Nomad Mythmaker	SAME	The functional outcome of both texts is identical. Both require the same cost ({W}, {T}), target the same object (an Aura card in a graveyard), and result in that Aura entering the battlefield under '
Nomad Stadium	SAME	The two texts describe identical game mechanics. The differences are purely stylistic or terminological updates consistent with the rules of Magic: The Gathering (e.g., 'Nomad Stadium deals' vs 'This'
Norin the Wary	SAME	The only difference between the two texts is the omission of the full card name 'the Wary' in TEXT B, replacing it with just 'Norin'. In Magic: The Gathering rules, a card refers to itself by its full
Not Forgotten	SAME	The functional difference between 'Put a ... token onto the battlefield' (Text A) and 'Create a ... token' (Text B) is purely templating and does not change the game state or outcome. All other game-c
Novijen, Heart of Progress	SAME	The only difference is the mana symbol: TEXT A uses {1} (generic mana) while TEXT B uses {C} (colorless mana). Under current Magic rules, {1} and {C} are functionally identical when added to a player,
Noxious Revival	SAME	The only difference between the two texts is the notation for the alternative cost: TEXT A uses `{p(G)}` while TEXT B uses `{G/P}`. Both notations represent the same mechanic (a Phyrexian mana symbol)
Lone Missionary	SAME	The text in TEXT A ('When Lone Missionary enters, gain 4 life') is an obvious abbreviation of TEXT B ('When this creature enters, you gain 4 life'). The subject 'Lone Missionary' implies the creature,
Null Champion	SAME	The two texts describe identical game mechanics. Both define the same activation cost for leveling ({3}), the same timing restriction (sorcery), the same level thresholds (1-3 and 4+), the same power/
Null Caller	SAME	The only difference between the two texts is the templating for creating a token ('Put a ... token onto the battlefield' vs 'Create a ... token'). As per the instructions, this is a change in wording/
Nut Collector	SAME	The functional difference between 'put a token onto the battlefield' and 'create a token' is explicitly excluded by the instructions as a templating era change. The change from 'Squirrel creatures' to
O-Naginata	SAME	The only difference between the two texts is the phrasing of the restriction on which creature the equipment can be attached to. TEXT A uses '3 or more power' while TEXT B uses 'power 3 or greater'. '
Nullmage Advocate	SAME	The only difference between the two texts is the preposition 'in' (TEXT A) versus 'from' (TEXT B) regarding the location of the cards in the graveyard. In Magic: The Gathering rules, cards in a zone (
Oak Street Innkeeper	SAME	The phrase 'As long as it's not your turn' in TEXT A and 'During turns other than yours' in TEXT B describe the exact same timing condition. Both texts apply the ability 'hexproof' to 'tapped creature
Oath of Liliana	SAME	The differences between the two texts are purely templating and stylistic, not functional. 'Put a token onto the battlefield' (Text A) and 'create a token' (Text B) are functionally identical in Magic
Oath of Lieges	SAME	The only difference between the two texts is the omission of the word 'library' in the phrase 'then shuffle' in TEXT B. In Magic: The Gathering rules, the verb 'shuffle' without a specified object is,
Oakheart Dryads	SAME	The functional difference between 'enters under your control' (Text A) and 'enters' (Text B) in the context of a card you control is negligible. Both texts trigger on the same events: the card itself,
Oath of the Ancient Wood	SAME	The only difference is the phrase 'under your control' in TEXT A versus 'you control' in TEXT B. These phrases are functionally identical in Magic: The Gathering rules, both restricting the trigger to
Oath of Mages	SAME	The two texts describe identical game mechanics. The only difference is the phrasing of the damage source: TEXT A says 'Oath of Mages' while TEXT B says 'this enchantment'. In Magic: The Gathering, a 
Obelisk of Alara	DIFFERENT	The red ability in TEXT A specifies 'target player', whereas TEXT B specifies 'target player or planeswalker'. This is a functional change in scope, as the current text allows the ability to target a 
Ob Nixilis, the Fallen	SAME	The two texts describe identical game mechanics. The differences are purely stylistic and templating updates: 'enters under your control' vs 'you control enters' (same meaning), 'Ob Nixilis, the' vs '
Obelisk of Undoing	DIFFERENT	The scope of the target has changed. TEXT A allows targeting any permanent you own and control (which includes permanents you own that you do not control, such as those stolen by an opponent, provided
Oblivion Crown	SAME	The only difference between the two texts is the addition of the 'Flash' ability in TEXT B. However, the prompt explicitly instructs to ignore 'timing' differences when deciding if the function has *n
Odious Trow	SAME	The only difference is the mana symbol notation ({(b/g)} vs {B/G}) and the phrasing of the target ('Odious Trow' vs 'this creature'). Both refer to the same self-targeting regeneration ability with an
Odric, Lunarch Marshal	DIFFERENT	The list of abilities granted by the card has changed. TEXT A includes 'lying' (likely a typo for 'flying' or a distinct error) and omits 'menace' and 'skulk'. TEXT B correctly lists 'flying', 'menace
Ogre Savant	SAME	The functional mechanics are identical. Both texts trigger on the creature entering the battlefield, require the same condition ({U} spent to cast), and have the same effect (return target creature to
Ogre Battledriver	SAME	The phrase 'enters under your control' in TEXT A is functionally identical to 'you control enters' in TEXT B. Both trigger on a creature entering the battlefield that is controlled by the player who '
Ojutai, Soul of Winter	SAME	The two texts describe identical game mechanics. The differences are purely stylistic and grammatical: 'your opponents control' vs 'an opponent controls' (functionally identical in this context), 'Tap
Ohran Yeti	SAME	The only difference between the two texts is the parenthetical reminder text explaining the mana symbol {S}. Text A says 'snow permanent' while Text B says 'snow source'. In Magic: The Gathering rules
Ojutai Exemplars	SAME	The two texts describe the exact same triggered ability with the same trigger condition ('Whenever you cast a noncreature spell') and the same three choices. The differences are purely cosmetic: TEXTA
Olivia, Mobilized for War	SAME	The only difference between the two texts is the phrase 'under your control' in TEXT A versus 'you control' in TEXT B. These phrases are functionally identical in Magic: The Gathering rules, both deno
Omen	SAME	The only difference between the two texts is the omission of the word 'your' before 'library' in the second sentence of TEXT B ('You may shuffle' vs 'You may shuffle your library'). In Magic: The Game
Omnath, Locus of Rage	SAME	The functional mechanics of both texts are identical. Text A uses older templating ('enters under your control', 'put a token onto the battlefield') and includes the full card name in the trigger, but
Omnibian	SAME	The functional effect of both texts is identical: a target creature's base power and toughness become 3/3 and it gains the creature type Frog until end of turn. The difference in wording ('becomes a 3
Omniscience	SAME	The only difference is the use of 'nonland cards' in TEXT A versus 'spells' in TEXT B. In Magic: The Gathering, a 'spell' is defined as a card (or copy of a card) that is on the stack. Since land is a
Ondu Champion	SAME	The functional difference between 'Ondu Champion or another Ally' (Text A) and 'this creature or another Ally you control' (Text B) is purely templating. 'This creature' refers to the card itself, and
Ondu Cleric	SAME	The functional scope of the ability is identical. Both texts trigger on the same event (an Ally entering the battlefield under the player's control) and produce the same effect (gaining life equal to,
Ondu Giant	SAME	The only difference is the addition of the word 'may' in TEXT B. In Magic: The Gathering, a triggered ability that requires a choice (like searching for a card) is mandatory unless explicitly stated '
Ondu Greathorn	SAME	The functional difference between 'enters under your control' (Text A) and 'you control' (Text B) is negligible in this context. Both phrases describe the same trigger condition: a land entering the战场
One Dozen Eyes	SAME	The only difference between the texts is the templating change from 'put a token onto the battlefield' (Text A) to 'create a token' (Text B). As per the instructions, this is a formatting/wording era/
One of the Pack	SAME	The functional behavior of the card is identical in both texts. The trigger condition (beginning of upkeep, check if a player cast two or more spells last turn) and the resulting action (transform) do
Ooze Garden	SAME	The functional mechanics are identical. Both texts require the same cost ({1}{G} and sacrificing a non-Ooze creature), produce a token with the same size (X/X where X is the sacrificed creature's base
Oona, Queen of the Fae	SAME	The only difference between the two texts is the phrasing 'put a ... token onto the battlefield' (TEXT A) versus 'create a ... token' (TEXT B). As per the instructions, this is a templating change ('t
